eyebrow,pitch
1.1006286920193653,0.7326446193040489
1.0838252005381577,0.7147843416152491
1.0670217090569494,0.6968397804688089
1.0502182175757413,0.6788586913548249
1.0334147260945332,0.660924948985846
1.0166112346133251,0.6431526051837048
0.9998077431321172,0.6256612165713987
0.9830042516509092,0.6085429933563741
0.9662007601697012,0.5918307054731101
0.9493972686884932,0.5754836975801697
0.9325937772072852,0.5593944684192771
0.9157902857260772,0.5434351464427736
0.9097582631430776,0.5274988494002988
0.909111975009182,0.5115267777461547
0.908465686875286,0.49549440773359205
0.9078193987413902,0.47937370963394516
0.9071731106074944,0.4631021250168782
0.9065268224735984,0.44658043323399477
0.9058805343397026,0.4297161733165533
0.9052342462058068,0.4124911505200812
0.904587958071911,0.3950037675376687
0.9039416699380152,0.37746145610372117
0.9032953818041192,0.3601322276638673
0.9026490936702234,0.34328985689947245
0.9020028055363276,0.3271579892181174
0.9013565174024316,0.3118836752236305
0.9007102292685357,0.297541493045419
0.9000639411346399,0.28413382861869135
0.899417653000744,0.2715754272842049
0.9078193987413572,0.2596779858795134
0.9162211444819705,0.24815487402577052
0.9246228902225836,0.23665205893618596
0.9330246359631968,0.22478859210046956
0.94142638170381,0.2121918058878771
0.9498281274444232,0.19852732007974946
0.9582298731850364,0.1835796764737873
0.9666316189256496,0.16743398808493917
0.9750333646662628,0.15059102166614738
0.983435110406876,0.13382435230678602
0.9918368561474892,0.11791315908462893
1.0002386018881024,0.10343545666752736
1.0086403476287156,0.09100147456707126
1.0170420933693287,0.08179956201506831
1.025443839109942,0.07790375349341072
1.0338455848505552,0.08154039083858111
1.0390158899217,0.09397907386654979
1.03772331365391,0.11489019440825445
1.03643073738612,0.14248393581982263
1.0351381611183303,0.17394346872017022
1.0338455848505403,0.20616550296878783
1.0325530085827506,0.23666169131150613
1.0312604323149606,0.2643814047179724
1.0299678560471708,0.2899265967811344
1.0286752797793808,0.31493935795541755
1.027382703511591,0.3407185930709949
1.026090127243801,0.36708224691061475
1.0247975509760112,0.39223425179212307
1.0235049747082212,0.41353343966218
1.0222123984404314,0.4285200655355256
1.0209198221726414,0.4357935139836888
1.0196272459048517,0.43540304849164085
1.0183346696370617,0.42849282792400145
1.0204889634167031,0.4166313097449164
1.02436669222006,0.4010112756104593
1.0282444210234167,0.3851691179333356
1.0321221498267736,0.3704631536290246
1.03599987863013,0.35622829703818076
1.039877607433487,0.3402929975633107
1.0437553362368437,0.32329462699338446
1.0476330650402006,0.305404607103044
1.0515107938435575,0.286794359666924
1.0553885226469142,0.2676353064596564
